"datasetX","datasetY","similarity","correlation","pValue","n"
"2.01.01.02.nabase","SP.POP.AG02.MA.UN",0.00109027,0.223600758673194,0.00146228810962913,137
"2.01.01.02.nabase","SP.POP.AG02.TO.UN",0.000239747,0.223600758673194,0.00146228810962913,137
"2.01.01.02.nabase","SP.POP.AG03.FE.IN",0.00416597,0.237826780498427,0.000510942366689758,145
"2.01.01.02.nabase","SP.POP.AG03.FE.UN",0.0025406,0.224508474878904,0.00139839034348271,137
"2.01.01.02.nabase","SP.POP.AG03.MA.IN",0.00505998,0.235514332042044,0.000578917793804211,145
"2.01.01.02.nabase","SP.POP.AG03.MA.UN",0.00112811,0.222693042467484,0.00152886708645591,137
"2.01.01.02.nabase","SP.POP.AG03.TO.UN",0.000248233,0.222995614536054,0.00150637001804925,137
"2.01.01.02.nabase","SP.POP.AG04.FE.IN",0.00416597,0.238670929564584,0.000485316640937539,145
"2.01.01.02.nabase","SP.POP.AG04.FE.UN",0.00241578,0.223903330741764,0.00144069583359386,137
"2.01.01.02.nabase","SP.POP.AG04.MA.IN",0.00505998,0.236846526152587,0.0005418252610429,145
"2.01.01.02.nabase","SP.POP.AG04.MA.UN",0.00107276,0.224205902810334,0.00141939778480854,137
"2.01.01.02.nabase","SP.POP.AG04.TO.UN",0.000235834,0.224508474878904,0.00139839034348271,137
"2.01.01.02.nabase","SP.POP.AG05.FE.IN",0.00416597,0.240410184313745,0.000443964153281416,145
"2.01.01.02.nabase","SP.POP.AG05.FE.UN",0.00162835,0.224217937157398,0.00141937949734403,137
"2.01.01.02.nabase","SP.POP.AG05.MA.IN",0.00505998,0.238460057854618,0.00049602246300718,145
"2.01.01.02.nabase","SP.POP.AG05.MA.UN",0.000346445,0.223298186604624,0.00148417827172564,137
"2.01.01.02.nabase","SP.POP.AG05.TO.UN",0.000458264,0.223298186604624,0.00148417827172564,137
"2.01.01.02.nabase","SP.POP.AG06.FE.UN",0.00162835,0.224520525466652,0.00139837228137228,137
"2.01.01.02.nabase","SP.POP.AG06.MA.UN",0.000346445,0.223298186604624,0.00148417827172564,137
"2.01.01.02.nabase","SP.POP.AG06.TO.UN",0.000458264,0.223903330741764,0.00144069583359386,137
"2.01.01.02.nabase","SP.POP.AG07.FE.UN",0.00239909,0.225113619016044,0.00135723299716087,137
"2.01.01.02.nabase","SP.POP.AG07.MA.UN",0.00106536,0.223903330741764,0.00144069583359386,137
"2.01.01.02.nabase","SP.POP.AG07.TO.UN",0.000234179,0.225113619016044,0.00135723299716087,137
"2.01.01.02.nabase","SP.POP.AG08.FE.UN",0.00244352,0.224205902810334,0.00141939778480854,137
"2.01.01.02.nabase","SP.POP.AG08.MA.UN",0.00108508,0.224205902810334,0.00141939778480854,137
"2.01.01.02.nabase","SP.POP.AG08.TO.UN",0.000238583,0.224205902810334,0.00141939778480854,137
"2.01.01.02.nabase","SP.POP.AG09.FE.UN",0.00162002,0.223600758673194,0.00146228810962913,137
"2.01.01.02.nabase","SP.POP.AG09.MA.UN",0.000340767,0.223903330741764,0.00144069583359386,137
"2.01.01.02.nabase","SP.POP.AG09.TO.UN",0.000462354,0.223903330741764,0.00144069583359386,137
"2.01.01.02.nabase","SP.POP.AG10.FE.UN",0.00254353,0.224508474878904,0.00139839034348271,137
"2.01.01.02.nabase","SP.POP.AG10.MA.UN",0.00112941,0.224508474878904,0.00139839034348271,137
"2.01.01.02.nabase","SP.POP.AG10.TO.UN",0.000248526,0.224811046947474,0.00137766992851464,137
"2.01.01.02.nabase","SP.POP.AG11.FE.UN",0.00250255,0.225113619016044,0.00135723299716087,137
"2.01.01.02.nabase","SP.POP.AG11.MA.UN",0.00111125,0.223612760538889,0.00146226936413162,137
"2.01.01.02.nabase","SP.POP.AG11.TO.UN",0.000244454,0.223298186604624,0.00148417827172564,137
"2.01.01.02.nabase","SP.POP.AG12.FE.UN",0.00245641,0.223298186604624,0.00148417827172564,137
"2.01.01.02.nabase","SP.POP.AG12.MA.UN",0.00109078,0.224205902810334,0.00141939778480854,137
"2.01.01.02.nabase","SP.POP.AG12.TO.UN",0.000239876,0.223903330741764,0.00144069583359386,137
"2.01.01.02.nabase","SP.POP.AG13.FE.UN",0.0025159,0.221482754193204,0.00162198474610773,137
"2.01.01.02.nabase","SP.POP.AG13.MA.UN",0.00111717,0.220877610056065,0.00167047566681521,137
"2.01.01.02.nabase","SP.POP.AG13.TO.UN",0.000245781,0.222390470398914,0.00155167325482872,137
