datasetX,datasetY,correlation,pValue,n
FP.CPI.TOTL.ZG,SP.POP.0612.FE.UN,0.233341821577116,1.74930380205662e-05,154
FP.CPI.TOTL.ZG,SP.POP.0612.MA.UN,0.231644172820643,2.01291289949612e-05,154
FP.CPI.TOTL.ZG,SP.POP.0612.TO.UN,0.232323232323232,1.90322364885809e-05,154
FP.CPI.TOTL.ZG,SP.POP.0709.FE.UN,0.233172056701469,1.7741057082743e-05,154
FP.CPI.TOTL.ZG,SP.POP.0709.MA.UN,0.231644172820643,2.01291289949612e-05,154
FP.CPI.TOTL.ZG,SP.POP.0709.TO.UN,0.233511586452763,1.72483248972455e-05,154
FP.CPI.TOTL.ZG,SP.POP.0710.FE.UN,0.233511586452763,1.72483248972455e-05,154
FP.CPI.TOTL.ZG,SP.POP.0710.MA.UN,0.23062558356676,2.18879910789394e-05,154
FP.CPI.TOTL.ZG,SP.POP.0710.TO.UN,0.232662762074527,1.85053745009878e-05,154
FP.CPI.TOTL.ZG,SP.POP.0711.FE.UN,0.233002291825821,1.79924242909024e-05,154
FP.CPI.TOTL.ZG,SP.POP.0711.MA.UN,0.231474407944996,2.04126138576566e-05,154
FP.CPI.TOTL.ZG,SP.POP.0711.TO.UN,0.23249299719888,1.87670444593557e-05,154
FP.CPI.TOTL.ZG,SP.POP.0712.FE.UN,0.233002291825821,1.79924242909024e-05,154
FP.CPI.TOTL.ZG,SP.POP.0712.MA.UN,0.232153467447585,1.93009953717294e-05,154
FP.CPI.TOTL.ZG,SP.POP.0712.TO.UN,0.232662762074527,1.85053745009878e-05,154
FP.CPI.TOTL.ZG,SP.POP.0713.FE.UN,0.23368135132841,1.70068760039221e-05,154
FP.CPI.TOTL.ZG,SP.POP.0713.MA.UN,0.231134878193702,2.09910282582548e-05,154
FP.CPI.TOTL.ZG,SP.POP.0713.TO.UN,0.233002291825821,1.79924242909024e-05,154
FP.CPI.TOTL.ZG,SP.POP.1014.FE.UN,0.23249299719888,1.87670444593557e-05,154
FP.CPI.TOTL.ZG,SP.POP.1014.MA.UN,0.229531853693435,2.3957622229398e-05,154
FP.CPI.TOTL.ZG,SP.POP.1014.TO.UN,0.231304643069349,2.06998975904593e-05,154
FP.CPI.TOTL.ZG,SP.POP.1015.FE.UN,0.232662762074527,1.85053745009878e-05,154
FP.CPI.TOTL.ZG,SP.POP.1015.MA.UN,0.229267464561582,2.44616909950146e-05,154
FP.CPI.TOTL.ZG,SP.POP.1015.TO.UN,0.231134878193702,2.09910282582548e-05,154
FP.CPI.TOTL.ZG,SP.POP.1016.FE.UN,0.232248206991582,1.91657185828475e-05,154
FP.CPI.TOTL.ZG,SP.POP.1016.MA.UN,0.229097699685935,2.48029469989142e-05,154
FP.CPI.TOTL.ZG,SP.POP.1016.TO.UN,0.23062558356676,2.18879910789394e-05,154
FP.CPI.TOTL.ZG,SP.POP.1017.FE.UN,0.231304643069349,2.06998975904593e-05,154
FP.CPI.TOTL.ZG,SP.POP.1017.MA.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1017.TO.UN,0.229946524064171,2.3140815418321e-05,154
FP.CPI.TOTL.ZG,SP.POP.1018.FE.UN,0.231134878193702,2.09910282582548e-05,154
FP.CPI.TOTL.ZG,SP.POP.1018.MA.UN,0.227060521178168,2.92676983595364e-05,154
FP.CPI.TOTL.ZG,SP.POP.1018.TO.UN,0.228758169934641,2.54990929300369e-05,154
FP.CPI.TOTL.ZG,SP.POP.1115.FE.UN,0.231983702571938,1.95733664243303e-05,154
FP.CPI.TOTL.ZG,SP.POP.1115.MA.UN,0.229097699685935,2.48029469989142e-05,154
FP.CPI.TOTL.ZG,SP.POP.1115.TO.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1116.FE.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1116.MA.UN,0.228418640183346,2.62137980713284e-05,154
FP.CPI.TOTL.ZG,SP.POP.1116.TO.UN,0.229946524064171,2.3140815418321e-05,154
FP.CPI.TOTL.ZG,SP.POP.1117.FE.UN,0.231644172820643,2.01291289949612e-05,154
FP.CPI.TOTL.ZG,SP.POP.1117.MA.UN,0.227909345556404,2.73216769446361e-05,154
FP.CPI.TOTL.ZG,SP.POP.1117.TO.UN,0.228758169934641,2.54990929300369e-05,154
FP.CPI.TOTL.ZG,SP.POP.1118.FE.UN,0.229776759188524,2.34645213754714e-05,154
FP.CPI.TOTL.ZG,SP.POP.1118.MA.UN,0.227909345556404,2.73216769446361e-05,154
FP.CPI.TOTL.ZG,SP.POP.1118.TO.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1215.FE.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1215.MA.UN,0.229097699685935,2.48029469989142e-05,154
FP.CPI.TOTL.ZG,SP.POP.1215.TO.UN,0.229776759188524,2.34645213754714e-05,154
FP.CPI.TOTL.ZG,SP.POP.1216.FE.UN,0.230795348442407,2.15850255051997e-05,154
FP.CPI.TOTL.ZG,SP.POP.1216.MA.UN,0.227739580680757,2.77007614220004e-05,154
FP.CPI.TOTL.ZG,SP.POP.1216.TO.UN,0.228927934810288,2.51487287770136e-05,154
FP.CPI.TOTL.ZG,SP.POP.1217.FE.UN,0.230116288939818,2.28213618895801e-05,154
FP.CPI.TOTL.ZG,SP.POP.1217.MA.UN,0.227739580680757,2.77007614220004e-05,154
FP.CPI.TOTL.ZG,SP.POP.1217.TO.UN,0.228758169934641,2.54990929300369e-05,154
FP.CPI.TOTL.ZG,SP.POP.1218.FE.UN,0.228588405058993,2.5854096718847e-05,154
FP.CPI.TOTL.ZG,SP.POP.1218.MA.UN,0.226720991426874,3.00824131409527e-05,154
FP.CPI.TOTL.ZG,SP.POP.1218.TO.UN,0.22756981580511,2.80848433600323e-05,154
FP.CPI.TOTL.ZG,SP.POP.1316.FE.UN,0.229946524064171,2.3140815418321e-05,154
FP.CPI.TOTL.ZG,SP.POP.1316.MA.UN,0.22756981580511,2.80848433600323e-05,154
FP.CPI.TOTL.ZG,SP.POP.1316.TO.UN,0.228418640183346,2.62137980713284e-05,154
FP.CPI.TOTL.ZG,SP.POP.1317.FE.UN,0.229437229437229,2.4124904817624e-05,154
FP.CPI.TOTL.ZG,SP.POP.1317.MA.UN,0.227060521178168,2.92676983595364e-05,154
FP.CPI.TOTL.ZG,SP.POP.1317.TO.UN,0.22756981580511,2.80848433600323e-05,154
FP.CPI.TOTL.ZG,SP.POP.1318.FE.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1318.MA.UN,0.227060521178168,2.92676983595364e-05,154
FP.CPI.TOTL.ZG,SP.POP.1318.TO.UN,0.228079110432052,2.69475285563647e-05,154
FP.CPI.TOTL.ZG,SP.POP.1319.FE.UN,0.227909345556404,2.73216769446361e-05,154
FP.CPI.TOTL.ZG,SP.POP.1319.MA.UN,0.226381461675579,3.09186522111649e-05,154
FP.CPI.TOTL.ZG,SP.POP.1319.TO.UN,0.227230286053816,2.88682486651037e-05,154
FP.CPI.TOTL.ZG,SP.POP.1418.FE.UN,0.228248875307699,2.65782555892713e-05,154
FP.CPI.TOTL.ZG,SP.POP.1418.MA.UN,0.22570240217299,3.26578561526958e-05,154
FP.CPI.TOTL.ZG,SP.POP.1418.TO.UN,0.226381461675579,3.09186522111649e-05,154
FP.CPI.TOTL.ZG,SP.POP.1419.FE.UN,0.227230286053816,2.88682486651037e-05,154
FP.CPI.TOTL.ZG,SP.POP.1419.MA.UN,0.226041931924285,3.17769507109933e-05,154
FP.CPI.TOTL.ZG,SP.POP.1419.TO.UN,0.226890756302521,2.96723981840774e-05,154
FP.CPI.TOTL.ZG,SP.POP.1524.FE.UN,0.221628045157457,4.5209424232695e-05,154
FP.CPI.TOTL.ZG,SP.POP.1524.MA.UN,0.221288515406163,4.6440169482187e-05,154
FP.CPI.TOTL.ZG,SP.POP.1524.TO.UN,0.22145828028181,4.58208783375991e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG00.FE.IN,0.254362638513651,1.89123269400682e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG00.FE.UN,0.241830065359477,8.5500463142818e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG00.MA.IN,0.252040878284637,2.3852351902498e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG00.MA.UN,0.241320770732535,8.93118622080635e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG00.TO.UN,0.241320770732535,8.93118622080635e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG01.FE.IN,0.253666369034938,2.0481251807869e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG01.FE.UN,0.240302181478652,9.74272767417794e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG01.MA.IN,0.252385184194247,2.30061289063777e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG01.MA.UN,0.239453357100416,1.04723656551009e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG01.TO.UN,0.240302181478652,9.74272767417794e-06,154
FP.CPI.TOTL.ZG,SP.POP.AG02.FE.IN,0.252838130738962,2.20304139175731e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG02.FE.UN,0.238434767846533,1.14168836968798e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG02.MA.IN,0.252307310338601,2.33370857638526e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG02.MA.UN,0.237246413717002,1.26216373628196e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG02.TO.UN,0.236567354214413,1.33635635242157e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG03.FE.IN,0.252465002407562,2.30006934720528e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG03.FE.UN,0.237416178592649,1.2442392129941e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG03.MA.IN,0.252118836580691,2.35183376862125e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG03.MA.UN,0.235888294711824,1.41469820480467e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG03.TO.UN,0.23673711909006,1.31742753628483e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG04.FE.IN,0.250877670380661,2.64074231859368e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG04.FE.UN,0.236567354214413,1.33635635242157e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG04.MA.IN,0.250759667660751,2.67897000649775e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG04.MA.UN,0.234530175706646,1.58471693905149e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG04.TO.UN,0.236058059587471,1.39471194848806e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG05.FE.IN,0.249882656880284,2.90003292491292e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG05.FE.UN,0.235643648614266,1.4451557245998e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG05.MA.IN,0.24836500861456,3.34643294963577e-06,160
FP.CPI.TOTL.ZG,SP.POP.AG05.MA.UN,0.234869705457941,1.540473084094e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG05.TO.UN,0.234699940582294,1.56244572280251e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG06.FE.UN,0.234964560289729,1.5295609321786e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG06.MA.UN,0.233002291825821,1.79924242909024e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG06.TO.UN,0.234699940582294,1.56244572280251e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG07.FE.UN,0.234020881079705,1.65336065316435e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG07.MA.UN,0.23249299719888,1.87670444593557e-05,154
FP.CPI.TOTL.ZG,SP.POP.AG07.TO.UN,0.233851116204057,1.67686501248987e-05,154
