datasetX,datasetY,similarity
2.01.01.02.nabase,IC.CRD.PUBL.ZS,-0.0139528
2.01.01.02.nabase,IC.CUS.DURS.EX,-0.0010914
2.01.01.02.nabase,IC.ELC.DURS,-0.0570942
2.01.01.02.nabase,IC.ELC.OUTG,0.141787
2.01.01.02.nabase,IC.ELC.TIME,-0.000660378
2.01.01.02.nabase,IC.EXP.COST.CD,-0.0257677
2.01.01.02.nabase,IC.EXP.DOCS,-0.024707
2.01.01.02.nabase,IC.EXP.DURS,-0.00744321
2.01.01.02.nabase,IC.FRM.BNKS.ZS,-0.0104583
2.01.01.02.nabase,IC.FRM.CMPU.ZS,-0.0126753
2.01.01.02.nabase,IC.FRM.CORR.ZS,-0.0492558
2.01.01.02.nabase,IC.FRM.CRIM.ZS,-0.0570942
2.01.01.02.nabase,IC.FRM.DURS,-0.000660378
2.01.01.02.nabase,IC.FRM.FEMM.ZS,-0.0151127
2.01.01.02.nabase,IC.FRM.FEMO.ZS,-0.0151127
2.01.01.02.nabase,IC.FRM.FREG.ZS,-0.0126753
2.01.01.02.nabase,IC.FRM.ISOC.ZS,0.0190004
2.01.01.02.nabase,IC.FRM.OUTG.ZS,-0.0419648
2.01.01.02.nabase,IC.FRM.TRNG.ZS,-0.0126753
2.01.01.02.nabase,IC.GOV.DURS.ZS,0.00156792
2.01.01.02.nabase,IC.IMP.COST.CD,-0.0257677
2.01.01.02.nabase,IC.IMP.DOCS,-0.024707
2.01.01.02.nabase,IC.IMP.DURS,-0.00744321
2.01.01.02.nabase,IC.ISV.DURS,-0.000687888
2.01.01.02.nabase,IC.LGL.CRED.XQ,0.0363718
2.01.01.02.nabase,IC.LGL.DURS,0.00467275
2.01.01.02.nabase,IC.LGL.PROC,0.0151492
2.01.01.02.nabase,IC.PRP.DURS,0.00894816
2.01.01.02.nabase,IC.PRP.PROC,0.0175795
2.01.01.02.nabase,IC.REG.COST.PC.ZS,-0.0242908
2.01.01.02.nabase,IC.REG.DURS,-0.0171432
2.01.01.02.nabase,IC.REG.PROC,-0.0096192
2.01.01.02.nabase,IC.TAX.DURS,0.0125132
2.01.01.02.nabase,IC.TAX.GIFT.ZS,-0.00504328
2.01.01.02.nabase,IC.TAX.LABR.CP.ZS,0.0143118
2.01.01.02.nabase,IC.TAX.METG,0.00319769
2.01.01.02.nabase,IC.TAX.OTHR.CP.ZS,0.0430133
2.01.01.02.nabase,IC.TAX.PAYM,0.00413865
2.01.01.02.nabase,IC.TAX.PRFT.CP.ZS,0.0143118
2.01.01.02.nabase,IC.TAX.TOTL.CP.ZS,-0.00710667
2.01.01.02.nabase,IC.WRH.DURS,0.00467275
2.01.01.02.nabase,IC.WRH.PROC,0.0151492
2.01.01.02.nabase,IPTOTSAKD,-0.0479259
2.01.01.02.nabase,IQ.WEF.CUST.XQ,0.00441351
2.01.01.02.nabase,IQ.WEF.PORT.XQ,0.0177799
2.01.01.02.nabase,IRSPREAD,-0.0522741
2.01.01.02.nabase,IS.SHP.GCNW.XQ,0.0363718
2.01.01.02.nabase,IT.NET.SECR,0.0
2.01.01.02.nabase,IT.NET.SECR.P6,0.0
2.01.01.02.nabase,MS.MIL.MPRT.KD,-0.0232197
2.01.01.02.nabase,MS.MIL.XPRT.KD,-0.00847682
2.01.01.02.nabase,NEER,-0.0399619
2.01.01.02.nabase,NYGDPMKTPKDZ,0.0222794
2.01.01.02.nabase,PA.NUS.FCRF,-0.0264092
2.01.01.02.nabase,Practice,0.0
2.01.01.02.nabase,REER,-0.0446885
2.01.01.02.nabase,SE.COM.DURS,-0.0607684
2.01.01.02.nabase,SE.PRM.AGES,0.107891
2.01.01.02.nabase,SE.PRM.DURS,-0.0504533
2.01.01.02.nabase,SE.SEC.AGES,0.121622
2.01.01.02.nabase,SE.SEC.DURS,-0.0366761
2.01.01.02.nabase,SE.SEC.DURS.LO,-0.0470959
2.01.01.02.nabase,SE.SEC.DURS.UP,-0.0305742
2.01.01.02.nabase,SG.GEN.PARL.ZS,0.730018
2.01.01.02.nabase,SH.MMR.DTHS,0.00259697
2.01.01.02.nabase,SH.MMR.RISK,0.00450225
2.01.01.02.nabase,SH.MMR.RISK.ZS,0.00450225
2.01.01.02.nabase,SH.STA.DIAB.ZS,0.0
2.01.01.02.nabase,SH.STA.MMRT,-0.00712736
2.01.01.02.nabase,SN.ITK.DFCT,-0.217371
2.01.01.02.nabase,SP.POP.0305.FE.UN,0.0013006
2.01.01.02.nabase,SP.POP.0305.MA.UN,0.000429647
2.01.01.02.nabase,SP.POP.0305.TO.UN,0.00109831
2.01.01.02.nabase,SP.POP.0406.FE.UN,0.0013006
2.01.01.02.nabase,SP.POP.0406.MA.UN,0.000429647
2.01.01.02.nabase,SP.POP.0406.TO.UN,0.00109831
2.01.01.02.nabase,SP.POP.0509.FE.UN,0.00114843
2.01.01.02.nabase,SP.POP.0509.MA.UN,0.000298434
2.01.01.02.nabase,SP.POP.0509.TO.UN,0.000950092
2.01.01.02.nabase,SP.POP.0510.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0510.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0510.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0511.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0511.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0511.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0609.FE.UN,0.00114843
2.01.01.02.nabase,SP.POP.0609.MA.UN,0.000298434
2.01.01.02.nabase,SP.POP.0609.TO.UN,0.000950092
2.01.01.02.nabase,SP.POP.0610.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0610.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0610.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0611.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0611.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0611.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0612.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0612.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0612.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0709.FE.UN,0.00114843
2.01.01.02.nabase,SP.POP.0709.MA.UN,0.000298434
2.01.01.02.nabase,SP.POP.0709.TO.UN,0.000950092
2.01.01.02.nabase,SP.POP.0710.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0710.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0710.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0711.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0711.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0711.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0712.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0712.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0712.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.0713.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.0713.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.0713.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1014.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1014.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1014.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1015.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1015.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1015.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1016.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1016.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1016.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1017.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1017.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1017.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1018.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1018.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1018.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1115.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1115.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1115.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1116.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1116.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1116.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1117.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1117.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1117.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1118.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1118.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1118.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1215.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1215.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1215.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1216.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1216.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1216.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1217.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1217.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1217.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1218.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1218.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1218.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1316.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1316.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1316.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1317.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1317.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1317.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1318.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1318.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1318.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1319.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1319.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1319.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1418.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1418.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1418.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1419.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1419.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1419.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.1524.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.1524.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.1524.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG00.FE.IN,-0.00706516
2.01.01.02.nabase,SP.POP.AG00.FE.UN,0.000753116
2.01.01.02.nabase,SP.POP.AG00.MA.IN,-0.00773246
2.01.01.02.nabase,SP.POP.AG00.MA.UN,-0.000220331
2.01.01.02.nabase,SP.POP.AG00.TO.UN,0.00052358
2.01.01.02.nabase,SP.POP.AG01.FE.IN,-0.0043462
2.01.01.02.nabase,SP.POP.AG01.FE.UN,0.00367402
2.01.01.02.nabase,SP.POP.AG01.MA.IN,-0.00504354
2.01.01.02.nabase,SP.POP.AG01.MA.UN,0.00267422
2.01.01.02.nabase,SP.POP.AG01.TO.UN,0.00345947
2.01.01.02.nabase,SP.POP.AG02.FE.IN,-0.0043462
2.01.01.02.nabase,SP.POP.AG02.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG02.MA.IN,-0.00504354
2.01.01.02.nabase,SP.POP.AG02.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG02.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG03.FE.IN,-0.0043462
2.01.01.02.nabase,SP.POP.AG03.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG03.MA.IN,-0.00504354
2.01.01.02.nabase,SP.POP.AG03.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG03.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG04.FE.IN,-0.0043462
2.01.01.02.nabase,SP.POP.AG04.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG04.MA.IN,-0.00504354
2.01.01.02.nabase,SP.POP.AG04.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG04.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG05.FE.IN,-0.0043462
2.01.01.02.nabase,SP.POP.AG05.FE.UN,0.00112043
2.01.01.02.nabase,SP.POP.AG05.MA.IN,-0.00504354
2.01.01.02.nabase,SP.POP.AG05.MA.UN,0.000120073
2.01.01.02.nabase,SP.POP.AG05.TO.UN,0.000887316
2.01.01.02.nabase,SP.POP.AG06.FE.UN,0.00112043
2.01.01.02.nabase,SP.POP.AG06.MA.UN,0.000120073
2.01.01.02.nabase,SP.POP.AG06.TO.UN,0.000887316
2.01.01.02.nabase,SP.POP.AG07.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG07.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG07.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG08.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG08.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG08.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG09.FE.UN,0.00111731
2.01.01.02.nabase,SP.POP.AG09.MA.UN,0.000119023
2.01.01.02.nabase,SP.POP.AG09.TO.UN,0.000884739
2.01.01.02.nabase,SP.POP.AG10.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG10.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG10.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG11.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG11.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG11.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG12.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG12.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG12.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG13.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG13.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG13.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG14.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG14.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG14.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG15.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG15.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG15.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG16.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG16.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG16.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG17.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG17.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG17.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG18.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG18.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG18.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG19.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG19.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG19.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG20.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG20.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG20.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG21.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG21.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG21.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG22.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG22.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG22.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG23.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG23.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG23.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG24.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG24.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG24.TO.UN,0.0013548
2.01.01.02.nabase,SP.POP.AG25.FE.UN,0.00157818
2.01.01.02.nabase,SP.POP.AG25.MA.UN,0.000606639
2.01.01.02.nabase,SP.POP.AG25.TO.UN,0.0013548
2.01.01.02.nabase,SP.PRE.TOTL.FE.IN,-0.00605039
2.01.01.02.nabase,SP.PRE.TOTL.IN,-0.00633437
2.01.01.02.nabase,SP.PRE.TOTL.MA.IN,-0.00719634
2.01.01.02.nabase,SP.PRM.GRAD.FE,-0.0293351
2.01.01.02.nabase,SP.PRM.GRAD.MA,-0.0300614
2.01.01.02.nabase,SP.PRM.GRAD.TO,-0.029571
2.01.01.02.nabase,SP.PRM.TOTL.FE.IN,-0.0212415
2.01.01.02.nabase,SP.PRM.TOTL.IN,-0.021599
2.01.01.02.nabase,SP.PRM.TOTL.MA.IN,-0.0224327
2.01.01.02.nabase,SP.SEC.LTOT.FE.IN,-0.0255585
2.01.01.02.nabase,SP.SEC.LTOT.IN,-0.0258493
2.01.01.02.nabase,SP.SEC.LTOT.MA.IN,-0.0265229
2.01.01.02.nabase,SP.SEC.TOTL.FE.IN,-0.00587839
2.01.01.02.nabase,SP.SEC.TOTL.IN,-0.00617484
2.01.01.02.nabase,SP.SEC.TOTL.MA.IN,-0.00707721
2.01.01.02.nabase,SP.SEC.UTOT.FE.IN,-0.00466084
2.01.01.02.nabase,SP.SEC.UTOT.IN,-0.00489766
2.01.01.02.nabase,SP.SEC.UTOT.MA.IN,-0.00562972
2.01.01.02.nabase,SP.TER.TOTL.FE.IN,-0.00605039
2.01.01.02.nabase,SP.TER.TOTL.IN,-0.00633437
2.01.01.02.nabase,SP.TER.TOTL.MA.IN,-0.00719634
2.01.01.02.nabase,TOTRESV,-0.00908069
2.01.01.02.nabase,UIS.AY.EM,0.640408
2.01.01.02.nabase,UIS.AY.SM,0.625441
2.01.01.02.nabase,UIS.AY.SY,0.682084
2.01.01.02.nabase,UIS.CEAGEE.1,0.0628733
2.01.01.02.nabase,UIS.GAP.1,-0.0416878
2.01.01.02.nabase,UIS.GAP.1.F,-0.0415313
2.01.01.02.nabase,UIS.GAP.1.M,-0.0424107
2.01.01.02.nabase,UIS.OAPP.1,-0.0105386
2.01.01.02.nabase,UIS.OAPP.1.F,-0.0103573
2.01.01.02.nabase,UIS.OAPP.1.M,-0.0111776
2.01.01.02.nabase,UIS.SAP.1.G1,-0.0113826
2.01.01.02.nabase,UIS.SAP.1.G1.F,-0.0112335
2.01.01.02.nabase,UIS.SAP.1.G1.M,-0.0118786
2.01.01.02.nabase,UIS.SAP.4,-0.0526931
2.01.01.02.nabase,UIS.SAP.4.F,-0.0524909
2.01.01.02.nabase,UIS.SAP.4.M,-0.0533728
2.01.01.02.nabase,VC.PKP.TOTL.UN,0.0
2.01.03.01.prcpbase,2.01.03.01.prcpbase,1.0
2.01.03.01.prcpbase,2.04.01.01.excncpt,0.0486274
2.01.03.01.prcpbase,2.1_PRE.PRIMARY.GER,0.0186197
2.01.03.01.prcpbase,2.2_GIR,0.0405565
2.01.03.01.prcpbase,2.3_GIR.GPI,0.242283
2.01.03.01.prcpbase,2.5_PCR,-0.0264873
2.01.03.01.prcpbase,2.6_PCR.GPI,0.203039
2.01.03.01.prcpbase,2.7_PRI.SEC.TRANSITION.RATE,0.0195367
2.01.03.01.prcpbase,2.8_LOW.SEC.COMPLETION.RATE,-0.0317608
2.01.03.01.prcpbase,3.01.04.01.agcen,-0.000228919
2.01.03.01.prcpbase,3.02.01.02.fscov,-0.07112
2.01.03.01.prcpbase,3.11.01.01.popcen,0.00221991
2.01.03.01.prcpbase,3.11.01.03.popreg,-0.0304842
2.01.03.01.prcpbase,3.2_PRI.STUDENTS,0.0249271
2.01.03.01.prcpbase,3.3_PRI.TEACHERS,0.0266393
2.01.03.01.prcpbase,3.4_PRI.NEW.TEACHERS,0.0317067
2.01.03.01.prcpbase,3.6_PRI.NEW.CLASSROOMS,0.0307384
2.01.03.01.prcpbase,3.9_LOW.SEC.TEACHERS,0.0181131
2.01.03.01.prcpbase,4.4_BASIC.EDU.RECURRENT,-0.0516949
2.01.03.01.prcpbase,5.01.01.01.indust,0.586952
2.01.03.01.prcpbase,5.04.01.01.exdebt,0.00652218
2.01.03.01.prcpbase,5.04.01.02.impexp,0.335942
2.01.03.01.prcpbase,5.12.01.01.unesco,0.0160063
2.01.03.01.prcpbase,5.13.01.01.hlthsurv,0.000274406
2.01.03.01.prcpbase,5.13.01.01.who,0.0639899
